iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPLivNDCVCC(1)	M_lnkTSD(1)	M_lnkAS(1)	M_lnkAD(1)	M_lnVMaxC(1)	M_lnVMaxDCVGC(1)	M_lnClDCVGC(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISOx(1)	M_lnISTCA(1)	M_lnISConj(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPLivNDCVCC(1)	V_lnkTSD(1)	V_lnkAS(1)	V_lnkAD(1)	V_lnVMaxC(1)	V_lnVMaxDCVGC(1)	V_lnClDCVGC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISOx(1)	V_lnISTCA(1)	V_lnISConj(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnVMaxDCVGC(1.1)	lnClDCVGC(1.1)	lnkDCVGC(1.1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkDCVG(1.1)	lnISkDCVC(1.1)	lnISkNDCVC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPLivNDCVCC(1.1)	lnkTSD(1.1)	lnkAS(1.1)	lnkAD(1.1)	lnVMaxC(1.1)	lnVMaxDCVGC(1.2)	lnClDCVGC(1.2)	lnkDCVGC(1.2)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkDCVG(1.2)	lnISkDCVC(1.2)	lnISkNDCVC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPLivNDCVCC(1.2)	lnkTSD(1.2)	lnkAS(1.2)	lnkAD(1.2)	lnVMaxC(1.2)	lnVMaxDCVGC(1.3)	lnClDCVGC(1.3)	lnkDCVGC(1.3)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkDCVG(1.3)	lnISkDCVC(1.3)	lnISkNDCVC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPLivNDCVCC(1.3)	lnkTSD(1.3)	lnkAS(1.3)	lnkAD(1.3)	lnVMaxC(1.3)	lnVMaxDCVGC(1.4)	lnClDCVGC(1.4)	lnkDCVGC(1.4)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkDCVG(1.4)	lnISkDCVC(1.4)	lnISkNDCVC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPLivNDCVCC(1.4)	lnkTSD(1.4)	lnkAS(1.4)	lnkAD(1.4)	lnVMaxC(1.4)	LnPrior	LnData	LnPosterior
107700	2.46708	1.83913	2.23924	0.923355	0.932166	1.7961	0.0933617	1.63494	0.664717	1.71272	2.62695	0.0936531	0.839503	0.622705	0.561807	0.217877	0.739592	0.822629	0.380497	0.650622	0.486883	0.014706	-0.0591457	-0.565065	0.984398	-1.28859	-0.027281	-1.57334	-0.43929	1.69531	2.46446	-2.61985	-0.553937	-4.14169	-4.11591	0.432263	-5.48319	-1.57337	4.04091	-2.72425	1.72564	4.21826	3.27591	-0.565239	0.0972176	2.30465	0.09405	0.0820287	0.0704621	0.35706	0.0380111	3.00159	2.76632	6.28915	0.125478	0.107716	0.213673	0.360493	0.306654	0.196283	3.26061	1.14869	1.73285	5.25019	1.48137	2.07466	-4.24085	-4.18656	1.02908	-5.60586	-1.17885	2.74882	3.3531	-1.63283	-0.337794	-2.65002	1.48045	-0.911994	0.724375	-2.41735	-0.176508	2.45051	3.69088	-6.19388	-0.642033	-4.15886	-4.48734	1.58093	-5.28831	-0.95965	2.92493	3.09862	0.152579	0.246715	-1.27061	0.993049	-1.10168	-0.276427	-1.38552	-0.29612	3.51812	3.23929	-1.31254	-0.34368	-4.29898	-3.95233	-0.129757	-4.93084	-1.61664	3.91522	2.54607	0.907618	0.317064	1.1018	0.791453	-1.29039	0.138137	-1.36353	-0.499611	1.44966	1.15515	-2.27276	0.0188792	-4.05874	-3.82805	0.254999	-6.54237	-1.21494	4.0724	3.73625	-3.37166	-0.169189	-2.39597	1.37286	-1.36086	0.0623215	-1.57259	-0.708917	2.27387	0.954107	-3.25093	-0.893866	-1.424642e+02	-2.328183e+02	-3.752824e+02
107800	3.12481	1.14778	0.647747	2.82006	0.776172	1.09351	0.0818372	1.15835	0.433927	1.10082	1.45783	0.107638	0.859808	0.581946	0.552975	0.355612	0.575643	0.530116	0.451893	0.47271	0.692986	0.0102336	0.228255	-0.613926	1.25007	-1.29267	0.164533	-1.7892	0.303712	2.58946	3.36706	-5.1325	-0.589022	-4.60946	-4.15073	2.23643	-5.24161	-0.4359	-1.39001	2.95195	-3.47758	2.56762	3.09684	-2.07717	0.0415339	1.38414	0.030953	0.0703532	0.0758252	0.0429079	0.270199	2.01118	4.70197	14.1493	0.424002	0.206645	0.0670476	0.691707	0.116525	0.207319	2.28742	36.1917	1.56379	2.06573	1.50175	0.894195	-4.81444	-4.42695	1.91972	-5.50006	0.599448	2.58446	2.69322	-3.20165	0.426535	-3.56443	1.30947	-1.53832	0.0987025	-1.60266	-0.0328348	1.2236	7.08333	-1.39265	-0.766625	-4.27786	-4.57417	1.43395	-4.70534	-0.530874	2.62701	3.27896	-0.319016	0.507159	-1.31525	0.942184	-1.16591	0.272165	-1.7203	0.362113	4.11991	3.84166	-0.909923	-0.399798	-4.84082	-4.37421	1.642	-5.31732	-0.705015	2.94316	3.16449	 -3.5	0.229207	-2.34592	1.20228	-1.09781	0.00145168	-1.86229	-1.22518	2.04833	0.175596	-1.27015	-0.358005	-4.45249	-4.51936	1.20519	-5.16351	-0.256233	2.40241	3.52839	-0.740206	0.182418	-3.60549	1.02081	-1.38895	0.328128	-2.06561	0.528625	1.85107	1.74517	-6.41278	-0.487469	-1.450955e+02	-2.192871e+02	-3.643825e+02
107900	2.61188	0.779259	2.0666	1.52919	1.06147	1.14889	0.0559805	1.33147	0.444456	2.31545	3.00308	0.104422	0.845259	0.583482	0.670491	0.309895	0.588803	0.454511	0.487544	0.395094	0.601601	0.0318381	0.663415	0.0395516	1.26913	-1.09146	0.20331	-2.24355	0.381385	0.940367	2.7582	0.0197404	-0.101793	-3.76698	-4.70801	1.90053	-4.92879	0.0616027	-3.50733	-1.64828	0.434981	1.84673	3.40261	-1.32971	0.0324448	2.99215	0.290197	0.060863	0.338854	0.04576	1.35617	16.8406	5.81956	1.50344	0.323001	0.135463	0.138828	0.0314224	0.209252	0.0648157	4.71653	4.87852	1.2791	2.2264	1.88995	1.42524	-3.7191	-5.11134	2.28045	-5.21897	0.0298704	2.51991	3.18637	-2.3585	0.669214	-1.80515	2.25817	-0.961324	-0.364025	-2.46426	0.360901	1.10514	4.65213	1.16237	-0.876615	-3.71457	-4.7302	1.74474	-4.28516	0.240793	2.35358	2.9405	-1.16505	0.867386	-0.58923	0.655461	-0.981553	0.102335	-2.22649	-0.164128	4.46865	4.21632	-0.940262	-0.319377	-3.65334	-4.34136	2.25438	-4.72604	-0.490668	2.20194	3.4919	-0.701284	0.536594	0.637525	1.37189	-1.53584	-0.0256759	-2.21041	-1.12957	-2.86075	-1.5398	-1.13176	-0.334529	-3.47933	-4.65861	2.28415	-4.68334	0.165669	2.4246	3.26493	-4.14927	0.697936	-3.1361	1.43309	-1.2468	-0.806384	-2.30383	1.2923	2.64629	1.96862	-3.05078	-0.91782	-1.578358e+02	-2.264153e+02	-3.842512e+02
108000	3.18404	2.65582	1.50657	1.38874	0.734073	0.757922	0.0220492	1.29516	0.400474	0.518362	2.70293	0.0975949	0.786044	0.616078	0.743212	0.379382	0.609004	0.801537	0.344278	0.444485	0.602345	0.0233423	0.567754	-0.19075	1.05076	-1.01069	-0.731386	-2.24459	-0.658499	0.925695	3.20017	-1.97498	-0.553771	-3.65239	-4.61085	2.20253	-5.04595	1.32301	-2.47613	-0.461606	0.0402145	3.15809	3.88251	-2.81155	0.0264032	0.255012	0.0984415	0.0481998	0.0498567	0.329149	0.0544507	2.33284	5.00932	2.17166	0.57477	0.083727	0.100017	0.209799	0.178367	0.243897	2.30647	4.56109	1.33147	3.14267	1.48869	2.35897	-4.02624	-4.86803	1.79066	-5.22263	1.05707	3.26736	3.21896	-4.4756	0.609202	-1.07011	1.44962	-1.1272	-0.599369	-2.79066	-0.320328	-1.67901	5.3483	-0.0402994	-0.760128	-3.40355	-4.64868	2.10614	-4.48397	1.32352	2.5765	2.78553	-2.33091	0.723485	-0.76807	0.5385	-0.918997	-0.359369	-2.14024	-0.282937	1.56607	1.6839	-1.45613	-0.334254	-3.63751	-4.46221	1.91346	-4.49767	2.11089	2.68308	3.54203	-2.93087	0.839722	-0.464503	0.870048	-0.579536	-0.61106	-2.17226	-0.732015	2.89002	-1.17733	-1.72385	-0.623859	-3.66163	-4.51713	2.17435	-4.78394	1.09045	2.44031	2.58655	-2.64607	0.545498	-0.538675	0.694826	-1.20756	-0.811317	-1.55899	-0.938447	2.60656	2.30377	-5.30212	-0.606067	-1.164025e+02	-2.250368e+02	-3.414393e+02
108100	2.60517	1.39607	0.66329	2.18027	1.5958	1.81152	0.0389651	1.16123	0.214071	1.14746	2.42245	0.134825	0.794444	0.599072	0.718173	0.426707	0.826331	0.436444	0.505913	0.455907	0.555348	0.0107754	0.514035	0.133844	3.27513	-0.244328	-0.334154	-2.65963	-0.680968	4.07532	3.14581	-2.13511	-0.429806	-0.338202	-4.49436	0.908619	-4.05627	2.28507	2.94347	-1.61807	-3.45143	3.78821	3.93872	-3.72884	0.104552	1.05792	0.459972	0.0795048	0.0762751	0.0750974	0.363581	1.96704	3.68172	2.44117	0.315391	0.182599	0.428963	0.170959	0.275113	0.0246376	1.72841	2.03975	1.73682	2.91899	2.02035	1.13908	-0.881857	-5.53055	1.5563	-4.7755	2.33351	2.83554	2.55525	-3.91346	0.464963	-1.2776	3.98343	-0.183268	-0.114846	-2.48308	-0.253787	0.495027	3.14875	-4.06201	-0.753055	-1.0764	-4.49552	1.12414	-4.47277	2.45308	3.15995	3.96191	-3.01077	-0.164694	-1.42923	2.69935	-0.48171	-0.220874	-2.76125	-0.155168	4.03984	0.888966	-1.15014	-0.147941	-0.598607	-4.47819	1.53041	-3.8902	2.25999	2.19383	3.09359	-1.44181	1.16966	-0.0695438	1.84843	-0.453556	-0.202244	-2.2105	-0.930215	3.12108	1.38927	-1.90387	-0.275448	0.141924	-4.75981	1.28994	-4.75301	2.33904	3.29874	3.27891	-2.92313	0.358343	-1.28155	3.19647	-0.10914	-0.47195	-2.5981	-0.499137	2.36684	1.79863	-3.759	-0.947776	-1.394482e+02	-2.368572e+02	-3.763053e+02
108200	3.24483	3.25415	0.747483	1.97812	1.7143	2.65435	0.171582	0.759525	0.25337	0.723813	2.24168	0.161086	0.78876	0.615318	0.673319	0.246832	0.75824	0.47025	0.317699	0.365879	0.715605	0.010472	0.545077	0.316437	1.38892	-0.33871	-0.114729	-2.92629	-0.622724	2.04551	1.56938	-6.68757	-0.0897266	-0.69687	-5.61697	1.57246	-3.97654	3.28111	0.277898	0.300735	-4.28327	3.27863	3.0361	-4.604	0.152077	1.58257	0.077124	0.0667341	0.13713	0.0513736	0.131889	1.56448	1.15804	6.35841	0.390232	0.156646	0.48562	0.117788	0.172134	0.051716	3.66693	2.63725	0.649039	1.11689	3.66398	2.9269	-0.817336	-5.52941	1.33645	-3.54314	3.0726	3.21902	2.02636	-4.53683	0.780869	-1.85488	1.87534	-0.651865	-0.095355	-2.95081	-0.284951	1.53249	2.32219	-6.0763	-0.920149	-0.390695	-5.16839	1.63277	-4.56519	2.94136	3.18701	3.62035	-3.56446	0.207558	-0.668847	0.8538	-0.37424	-0.445974	-2.65188	-0.388112	3.29981	2.37685	-0.604131	-0.314543	-0.740186	-4.77416	1.83561	-3.80232	3.29953	1.61896	2.95862	-3.23987	0.274165	1.46265	1.34822	0.0178973	0.400014	-2.89659	-0.995585	2.82172	2.01969	-1.79367	-0.470557	-1.14898	-5.21429	1.89568	-4.32047	2.98255	2.36733	4.41453	-4.57551	0.814165	-0.808633	1.91894	-0.466332	-0.668925	-3.0472	-1.07026	3.33593	3.58362	-6.14737	-0.805938	-1.320216e+02	-2.345686e+02	-3.665902e+02
108300	2.95986	0.942015	0.645427	2.74592	0.591542	1.59721	0.170011	 2.42	0.47567	2.12318	1.31565	0.214064	0.911038	0.650117	0.693214	0.478567	0.571969	0.543519	0.646788	0.505708	0.572829	0.0121708	0.750314	-0.77649	0.532859	-0.804286	-0.582489	-3.28283	-0.661763	3.77123	1.66659	-0.746295	-0.581161	0.498857	-5.39297	1.70687	-3.89374	2.05109	-3.5707	2.51464	-3.0332	3.22883	4.19911	-4.53884	0.0541239	1.03972	0.157955	0.0350287	0.0877238	0.152506	0.0603599	3.31481	1.85756	4.06948	0.197252	0.19087	0.0660431	0.121517	0.134009	0.102948	10.3337	2.87633	4.9961	2.07386	1.28099	0.918266	0.3332	-5.29293	2.23051	-3.92777	1.50962	2.80416	1.88395	-4.20654	0.841347	-0.777392	1.21037	-0.821119	-0.11072	-3.24229	-0.638319	1.87478	4.01984	2.36388	-0.608742	0.980683	-4.94351	2.16808	-4.73515	2.41493	2.99847	3.88766	-3.50726	0.483292	-0.398761	0.796731	-0.768017	-0.706936	-2.91858	-0.278405	1.27897	0.515482	-0.917965	-0.296689	1.27953	-5.46239	0.965822	-3.41515	2.04657	2.97629	3.29907	-4.09339	0.417756	-0.963182	0.256922	-0.946592	-0.634287	-3.14177	-1.00475	3.21952	2.83705	-1.76399	-0.3139	1.53382	-5.58253	1.44957	-3.97775	2.30911	2.61167	3.22222	-4.22523	0.742658	-3.04607	0.678262	-0.889856	-0.79852	-2.26353	-0.787853	3.87816	4.25974	-4.01436	-0.691062	-1.339858e+02	-2.429172e+02	-3.769030e+02
108400	3.07457	1.51149	1.69821	2.80768	0.957155	1.16008	0.0856399	2.56338	0.165871	1.30634	2.69832	0.106138	0.860806	0.597635	0.696525	0.282705	0.715422	0.476616	0.824629	0.279951	0.720324	0.0102416	0.294812	-0.619157	0.482977	-1.30822	-0.380924	-2.43365	-0.360343	3.24428	1.36595	-6.0472	-0.745592	0.620011	-5.88614	1.94404	-4.00814	0.526698	3.6409	0.227642	-1.41984	2.04873	3.39634	-1.89019	0.0781264	0.272411	0.367424	0.120708	0.202116	0.116711	0.0837684	7.06692	4.05135	52.0098	0.223637	0.294702	0.116214	0.240495	0.130463	2.51011	6.99666	4.17488	3.37961	2.40265	1.39763	3.26099	0.84566	-5.94262	1.91162	-4.22583	-1.26469	2.8607	1.9047	-3.7762	0.607125	-0.857176	1.42271	-1.56642	-0.620251	-2.04452	-0.190005	-1.99981	1.21605	2.84762	-0.460042	0.448727	-5.70485	1.6567	-4.88488	1.76776	2.65392	3.75584	-2.53966	0.430765	-0.433343	-0.097648	-0.430223	-0.230584	-2.25703	-0.155527	1.95295	3.77654	0.945086	-0.570332	1.42677	-5.4989	1.1968	-3.98156	1.4949	2.52721	3.73429	-2.10021	0.581565	-0.077958	-0.100393	-0.76186	0.203748	-2.75967	-0.683495	3.30645	1.32262	-1.53096	-1.02261	0.594407	-5.37297	0.916222	-3.85944	1.44184	3.05257	3.40756	-3.39807	0.377296	-1.40279	0.466023	-1.09041	-0.488573	-2.82319	-0.409407	2.23616	2.25046	-6.88654	-0.579873	-1.617405e+02	-2.361638e+02	-3.979042e+02
108500	3.11529	2.22649	1.27997	2.36688	0.798977	0.88367	0.0224285	2.98368	0.647825	1.38073	2.6094	0.131209	0.656389	0.602242	0.545035	0.399475	0.654187	0.56727	0.831857	0.40688	0.538198	0.01161	0.226065	-0.506482	-0.0235085	-0.838296	-0.13318	-2.01493	-0.848836	1.7393	2.29671	1.02423	-0.91988	1.81103	-5.48595	2.40705	-4.73249	2.17182	-4.16986	-1.32056	-2.64286	2.76025	3.9191	-4.13622	0.106505	0.595467	0.20671	0.0585562	0.122401	0.660402	0.380284	6.58906	3.53096	42.1566	0.206673	0.0883384	0.105258	0.378529	0.0787594	0.19129	2.53072	1.62562	5.03529	1.2888	5.73032	3.50393	2.76158	-5.89959	2.61068	-4.41732	2.58461	1.05407	2.67899	-4.11477	0.102529	-1.53502	-0.0280306	-1.1541	0.62816	-2.54854	-0.088167	1.953	3.3299	6.10486	-0.913956	2.04881	-5.39085	2.35227	-5.20596	2.71034	2.62199	4.03293	-3.55772	0.226731	-0.623944	0.00439545	-0.743285	-0.671402	-2.34989	-0.0795923	-0.733925	0.135834	3.82235	-0.533355	1.56332	-5.24259	1.87141	-4.6264	2.90931	2.86806	3.2732	-4.03379	0.000681227	-1.44471	0.35781	-0.811123	-0.202022	-2.49872	-1.20405	3.87591	0.719611	-0.995706	-0.928296	1.13716	-5.10665	2.16652	-5.12488	1.53199	2.60063	3.66769	-4.40152	0.80356	-2.44539	-0.103464	-1.319	-0.479377	-2.37183	-0.271425	2.47243	2.53304	-6.21939	-0.853744	-1.626760e+02	-2.269792e+02	-3.896552e+02
108600	3.05533	2.03364	0.388534	2.25549	0.722219	0.392853	0.0200119	2.4457	0.476543	1.05895	1.83785	0.106059	0.78306	0.71469	0.836313	0.287622	0.554039	0.286461	0.542607	0.579141	1.08916	0.0116039	0.403297	-0.601412	0.230178	-1.39954	-0.281357	-1.69624	-0.286497	-0.149356	3.82359	-2.89228	-0.813491	2.85551	-5.53397	1.68458	-5.21773	2.82616	-2.45374	-1.64112	-4.13272	1.22177	3.45602	-4.00105	0.0516695	2.51064	0.0562868	0.134686	0.597626	0.198989	0.0583113	2.56211	7.22711	1.15599	0.27815	0.361857	0.0550494	0.244579	0.255119	0.286679	1.48168	1.94237	0.702591	2.65088	1.48144	0.854556	0.981726	-6.06487	2.36226	-5.58848	2.46864	1.72986	2.78509	-3.55061	0.411218	-2.30569	0.718094	-1.32841	-0.164349	-1.33915	-0.44945	1.096	5.75236	-3.22548	-0.811972	2.39696	-5.23213	2.16734	-4.8232	2.23394	2.156	3.98975	-3.22278	0.582054	-0.165838	0.16915	-1.0924	-0.321883	-2.48683	-0.145893	-1.02577	-0.343239	-2.05688	-0.496434	3.15988	-5.10174	1.63855	-5.3148	2.05231	1.32333	3.58885	-4.06228	0.460375	0.523313	0.254158	-1.09654	0.85976	-1.63846	-0.648731	2.0645	1.02585	-1.60306	-0.513045	2.68265	-5.82339	2.01856	-5.14272	2.0032	2.70897	3.54026	-4.02064	0.0358972	-3.89654	0.0380348	-2.24588	-0.867259	-1.66135	-0.440094	0.775753	2.80513	-4.28328	-0.697111	-1.470605e+02	-2.259020e+02	-3.729625e+02
108700	2.9354	1.62592	2.93681	0.825376	1.04907	1.80086	0.0308782	1.80806	0.52307	1.34705	2.84944	0.116304	0.794943	0.708217	0.696701	0.276091	0.647508	0.518208	0.605095	0.553317	0.736194	0.0100534	0.755797	-1.12463	0.383149	-1.50538	0.185909	-1.50413	-0.525655	-0.245057	-1.97399	-2.62224	-0.691372	0.853356	-5.41635	2.20516	-5.68073	2.10357	2.41608	-1.41977	0.742758	3.36254	3.19824	-3.17484	0.0527555	0.140527	0.229496	0.0941773	0.165621	0.0804833	0.130128	6.36026	22.7589	1.49556	0.353709	0.812563	0.190229	0.078674	0.0586358	0.231628	3.55618	1.5866	4.89861	4.65234	2.36889	0.630831	2.80644	-5.90975	2.36469	-5.20959	2.55902	0.93041	1.83869	-4.22495	0.943095	-1.64279	1.48752	-1.65422	0.828659	-1.3147	-0.746087	-1.89449	6.34859	-2.48959	-0.780007	1.53494	-4.9371	2.02421	-5.22417	2.74729	2.15275	3.51482	-3.47842	0.718243	-0.699321	0.786048	-1.07763	0.226376	-2.10012	-0.359387	-0.47809	-0.30812	-1.37933	-0.603377	1.3413	-4.96182	1.89961	-5.53416	1.84707	1.66385	  3.8	-2.69325	1.1056	-1.08833	0.175144	-1.20911	0.338757	-1.54366	-0.527504	2.76944	1.44291	-1.76227	-0.451856	0.469768	-5.09148	1.96917	-5.74395	1.76351	1.82886	3.96786	-3.12456	0.639126	-1.6864	0.409703	-1.97867	-0.169071	-1.602	-0.58146	3.45688	3.30296	-4.08294	-0.461373	-1.476182e+02	-2.264641e+02	-3.740823e+02
108800	3.22345	0.994712	0.784711	1.66379	0.635431	0.76706	0.0916484	2.53536	0.370556	1.23253	2.62655	0.0989378	0.897784	0.521538	0.598655	0.383631	0.622688	0.393363	0.464547	0.576062	0.609535	0.0105081	0.0452094	-0.43962	1.01913	-1.2981	-0.515731	-1.0249	-0.0813986	1.00783	-0.198427	-0.640872	-0.332177	1.0377	-5.51068	3.29834	-5.28833	2.26971	3.42906	1.2857	-0.393232	2.03114	2.43165	-3.35793	0.0708103	1.74728	0.0927654	0.17104	0.133366	0.0203617	0.0688244	2.41966	1.00271	4.02195	0.494336	0.483847	0.211677	0.524054	0.238979	0.219486	3.94721	3.38776	3.81703	0.926622	1.48554	4.32729	-0.236425	-5.78794	3.69614	-5.60093	2.31837	0.795257	2.68746	-3.83712	0.43842	-0.909242	1.24704	-1.02323	-0.399892	-1.3037	0.126476	3.81066	-0.340623	3.08175	-0.36423	0.99471	-5.14626	2.4656	-5.04374	3.35815	2.28599	3.06752	-4.47962	-0.213792	-1.22343	0.641986	-0.300656	-0.399945	-1.2589	0.0890643	-1.42694	-0.344097	-3.52209	-0.54103	1.84551	-5.191	2.63972	-5.96722	2.01887	1.1566	4.01679	-3.10988	0.136502	0.55764	0.717798	-0.993641	-0.0675701	-1.11591	-0.682567	2.59246	0.126401	-1.05667	-0.434078	0.228346	-5.73479	2.68548	-5.67055	2.99673	1.9923	2.67222	-2.23963	0.346127	-2.37823	0.874678	-1.27341	-0.484829	-0.606162	-0.237338	-1.29251	2.27703	1.71824	-0.89819	-1.537120e+02	-2.406332e+02	-3.943453e+02
108900	3.01391	2.71462	1.14722	1.63656	1.21159	1.67078	0.034572	1.25952	0.282037	1.93128	2.73355	0.0950852	0.826565	0.64088	0.70248	0.387732	0.753907	0.431094	0.547316	0.587496	0.498704	0.0274477	1.06941	0.0952516	1.08513	-0.614123	-0.674017	-1.37102	-0.560186	-0.840488	-0.318538	-2.95989	-0.591936	0.110274	-5.14216	3.69919	-5.91736	1.84942	-2.32578	-1.65097	3.51389	0.466505	3.99726	-3.29358	0.0575623	2.23487	0.112141	0.0822696	0.286254	0.127001	0.102583	1.39215	1.04991	2.86429	0.428355	0.184854	0.14828	0.351487	0.129203	0.189554	7.27019	2.35162	0.797185	1.80677	3.46788	1.11948	-0.167985	-5.85067	3.84047	-5.80246	1.53193	0.76295	2.70063	-2.56066	0.940761	-1.4081	1.62742	-0.514284	-0.39306	-1.2972	-0.760669	-1.58172	1.06523	-6.58251	-0.929068	0.196759	-4.76876	3.1409	-5.24294	2.89155	1.88568	3.60719	-3.53017	0.765721	-2.35803	0.542932	-0.733732	-0.804653	-1.77416	-0.357342	-0.728995	-0.436296	-3.29638	-0.526217	-0.338806	-5.10737	3.62137	-5.7631	2.15257	1.85177	4.05448	-3.47641	1.07824	-0.335165	0.949328	-0.687089	-1.21359	-1.56911	-0.165727	0.0383762	-0.902741	-1.38885	-1.05555	0.477306	-5.103	2.99829	-5.74591	1.53185	2.30676	3.55064	-4.34125	1.09372	-2.19827	0.980732	-0.564328	-1.50594	-1.57019	-0.637205	1.43621	1.11797	-5.96376	-0.956088	-1.380149e+02	-2.326248e+02	-3.706397e+02
109000	3.09609	1.1629	0.701327	2.00625	0.762567	0.342579	0.244221	1.89469	0.37763	1.06462	2.31321	0.115204	0.92794	0.586977	0.588203	0.374712	0.639488	0.270883	0.387399	0.3595	0.689383	0.0101419	0.495368	-0.723014	0.0121746	-1.94354	-0.362189	-2.02904	-0.151753	-0.542984	-0.107508	-4.65726	-0.112886	1.66004	-5.24187	3.0103	-5.78005	2.18166	2.22905	-1.7585	2.94493	0.662536	4.5755	-4.18311	0.0970976	1.85615	0.111202	0.0549137	0.0935047	0.105592	0.10914	1.85386	1.56335	4.03826	0.305619	0.477439	0.05067	0.211678	0.131093	0.0940711	4.85581	8.824	4.30579	2.22273	1.24258	2.02643	1.35874	-5.36927	3.60615	-5.79834	2.8253	0.970438	3.22645	-3.77919	0.505759	-0.939245	0.299708	-1.58286	-0.13745	-1.68134	-0.0696556	0.273621	1.07379	-6.94865	-0.727261	2.82483	-5.052	2.90097	-5.07668	2.32689	1.96052	3.67559	-2.91557	0.904808	-0.942176	-0.56732	-1.86151	-0.679593	-1.57383	0.140344	-1.68728	-0.548867	-3.3837	-0.521306	2.20079	-5.08063	3.38247	-5.63936	2.4984	1.04732	3.88607	-3.11472	0.182866	-1.16387	-0.0882602	-1.7708	-0.29137	-1.91709	-0.765455	1.46137	0.0365398	-1.13171	-0.488142	1.71481	-5.03126	3.34133	-5.36646	1.64954	0.824736	3.30045	-4.31842	0.406295	-2.61107	-0.0226321	-1.94333	-0.392252	-1.73107	0.732411	1.02039	0.617304	-5.40766	-0.813496	-1.303004e+02	-2.279224e+02	-3.582228e+02
